==22551== NVPROF is profiling process 22551, command: ./mbnet
==22551== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==22551== Profiling application: ./mbnet
==22551== Profiling result:
==22551== Metric result:
Invocations                               Metric Name                                    Metric Description         Min         Max         Avg
          1                             flop_count_sp           Floating Point Operations(Single Precision)   102316800   102316800   102316800
          1                         flop_count_sp_add       Floating Point Operations(Single Precision Add)           0           0           0
          1                         flop_count_sp_fma       Floating Point Operations(Single Precision FMA)    51158400    51158400    51158400
          1                         flop_count_sp_mul        Floating Point Operation(Single Precision Mul)           0           0           0
          1                     flop_count_sp_special   Floating Point Operations(Single Precision Special)           0           0           0
          1                             inst_executed                                 Instructions Executed     7385994     7385994     7385994
          1                               inst_issued                                   Instructions Issued     7387541     7387541     7387541
          1                        sysmem_utilization                             System Memory Utilization     Low (1)     Low (1)     Low (1)
          1                          stall_inst_fetch              Issue Stall Reasons (Instructions Fetch)       0.15%       0.15%       0.15%
          1                     stall_exec_dependency            Issue Stall Reasons (Execution Dependency)       6.64%       6.64%       6.64%
          1                   stall_memory_dependency                    Issue Stall Reasons (Data Request)       1.00%       1.00%       1.00%
          1                             stall_texture                         Issue Stall Reasons (Texture)      32.54%      32.54%      32.54%
          1                                stall_sync                 Issue Stall Reasons (Synchronization)       0.00%       0.00%       0.00%
          1                               stall_other                           Issue Stall Reasons (Other)      58.96%      58.96%      58.96%
          1          stall_constant_memory_dependency              Issue Stall Reasons (Immediate constant)       0.00%       0.00%       0.00%
          1                           stall_pipe_busy                       Issue Stall Reasons (Pipe Busy)       0.01%       0.01%       0.01%
          1                         shared_efficiency                              Shared Memory Efficiency       0.00%       0.00%       0.00%
          1                                inst_fp_32                               FP Instructions(Single)    51158400    51158400    51158400
          1                                inst_fp_64                               FP Instructions(Double)           0           0           0
          1                              inst_integer                                  Integer Instructions    39562496    39562496    39562496
          1                          inst_bit_convert                              Bit-Convert Instructions           0           0           0
          1                              inst_control                             Control-Flow Instructions     2046336     2046336     2046336
          1                        inst_compute_ld_st                               Load/Store Instructions   102657856   102657856   102657856
          1                                 inst_misc                                     Misc Instructions    40585664    40585664    40585664
          1           inst_inter_thread_communication                             Inter-Thread Instructions           0           0           0
          1                               issue_slots                                           Issue Slots     5970027     5970027     5970027
          1                                 cf_issued                      Issued Control-Flow Instructions       74606       74606       74606
          1                               cf_executed                    Executed Control-Flow Instructions       74606       74606       74606
          1                               ldst_issued                        Issued Load/Store Instructions    12853548    12853548    12853548
          1                             ldst_executed                      Executed Load/Store Instructions     3229374     3229374     3229374
          1                       atomic_transactions                                   Atomic Transactions           0           0           0
          1           atomic_transactions_per_request                       Atomic Transactions Per Request    0.000000    0.000000    0.000000
          1                      l2_atomic_throughput                       L2 Throughput (Atomic requests)  0.00000B/s  0.00000B/s  0.00000B/s
          1                    l2_atomic_transactions                     L2 Transactions (Atomic requests)           0           0           0
          1                  l2_tex_read_transactions                       L2 Transactions (Texture Reads)    28776600    28776600    28776600
          1                     stall_memory_throttle                 Issue Stall Reasons (Memory Throttle)       0.68%       0.68%       0.68%
          1                        stall_not_selected                    Issue Stall Reasons (Not Selected)       0.01%       0.01%       0.01%
          1                 l2_tex_write_transactions                      L2 Transactions (Texture Writes)      341056      341056      341056
          1                             flop_count_hp             Floating Point Operations(Half Precision)           0           0           0
          1                         flop_count_hp_add         Floating Point Operations(Half Precision Add)           0           0           0
          1                         flop_count_hp_mul          Floating Point Operation(Half Precision Mul)           0           0           0
          1                         flop_count_hp_fma         Floating Point Operations(Half Precision FMA)           0           0           0
          1                                inst_fp_16                                 HP Instructions(Half)           0           0           0
          1                   sysmem_read_utilization                        System Memory Read Utilization    Idle (0)    Idle (0)    Idle (0)
          1                  sysmem_write_utilization                       System Memory Write Utilization     Low (1)     Low (1)     Low (1)
          1                             sm_efficiency                               Multiprocessor Activity      99.91%      99.91%      99.91%
          1                        achieved_occupancy                                    Achieved Occupancy    0.933963    0.933963    0.933963
          1                                       ipc                                          Executed IPC    0.179954    0.179954    0.179954
          1                                issued_ipc                                            Issued IPC    0.179992    0.179992    0.179992
          1                    issue_slot_utilization                                Issue Slot Utilization       3.64%       3.64%       3.64%
          1                  eligible_warps_per_cycle                       Eligible Warps Per Active Cycle    0.153398    0.153398    0.153398
          1                           tex_utilization                             Unified Cache Utilization     Low (2)     Low (2)     Low (2)
          1                            l2_utilization                                  L2 Cache Utilization     Low (3)     Low (3)     Low (3)
          1                        shared_utilization                             Shared Memory Utilization    Idle (0)    Idle (0)    Idle (0)
          1                       ldst_fu_utilization                  Load/Store Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1                         cf_fu_utilization                Control-Flow Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1                    special_fu_utilization                     Special Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                        tex_fu_utilization                     Texture Function Unit Utilization     Low (2)     Low (2)     Low (2)
          1           single_precision_fu_utilization            Single-Precision Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1           double_precision_fu_utilization            Double-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                        flop_hp_efficiency                            FLOP Efficiency(Peak Half)       0.00%       0.00%       0.00%
          1                        flop_sp_efficiency                          FLOP Efficiency(Peak Single)       0.97%       0.97%       0.97%
          1                        flop_dp_efficiency                          FLOP Efficiency(Peak Double)       0.00%       0.00%       0.00%
          1                    dram_read_transactions                       Device Memory Read Transactions       18853       18853       18853
          1                   dram_write_transactions                      Device Memory Write Transactions      189684      189684      189684
          1                      dram_read_throughput                         Device Memory Read Throughput  113.70MB/s  113.70MB/s  113.70MB/s
          1                     dram_write_throughput                        Device Memory Write Throughput  1.1172GB/s  1.1172GB/s  1.1172GB/s
          1                          dram_utilization                             Device Memory Utilization     Low (1)     Low (1)     Low (1)
          1             half_precision_fu_utilization              Half-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                          ecc_transactions                                      ECC Transactions           0           0           0
          1                            ecc_throughput                                        ECC Throughput  0.00000B/s  0.00000B/s  0.00000B/s
