==22211== NVPROF is profiling process 22211, command: ./mbnet
==22211== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==22211== Profiling application: ./mbnet
==22211== Profiling result:
==22211== Metric result:
Invocations                               Metric Name                                    Metric Description         Min         Max         Avg
          1                        l2_read_throughput                                 L2 Throughput (Reads)  119.98GB/s  119.98GB/s  119.98GB/s
          1                       l2_write_throughput                                L2 Throughput (Writes)  10.016GB/s  10.016GB/s  10.016GB/s
          1                    sysmem_read_throughput                         System Memory Read Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                   sysmem_write_throughput                        System Memory Write Throughput  68.905KB/s  68.905KB/s  68.904KB/s
          1                     local_load_throughput                          Local Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                    local_store_throughput                         Local Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                    shared_load_throughput                         Shared Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                   shared_store_throughput                        Shared Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                            gld_efficiency                         Global Memory Load Efficiency      12.50%      12.50%      12.50%
          1                            gst_efficiency                        Global Memory Store Efficiency      12.50%      12.50%      12.50%
          1                    tex_cache_transactions                            Unified Cache Transactions     4762800     4762800     4762800
          1                             flop_count_dp           Floating Point Operations(Double Precision)           0           0           0
          1                         flop_count_dp_add       Floating Point Operations(Double Precision Add)           0           0           0
          1                         flop_count_dp_fma       Floating Point Operations(Double Precision FMA)           0           0           0
          1                         flop_count_dp_mul       Floating Point Operations(Double Precision Mul)           0           0           0
          1                             flop_count_sp           Floating Point Operations(Single Precision)    38102400    38102400    38102400
          1                         flop_count_sp_add       Floating Point Operations(Single Precision Add)           0           0           0
          1                         flop_count_sp_fma       Floating Point Operations(Single Precision FMA)    19051200    19051200    19051200
          1                         flop_count_sp_mul        Floating Point Operation(Single Precision Mul)           0           0           0
          1                     flop_count_sp_special   Floating Point Operations(Single Precision Special)           0           0           0
          1                             inst_executed                                 Instructions Executed     4310334     4310334     4310334
          1                               inst_issued                                   Instructions Issued     4311627     4311627     4311627
          1                        sysmem_utilization                             System Memory Utilization     Low (1)     Low (1)     Low (1)
          1                          stall_inst_fetch              Issue Stall Reasons (Instructions Fetch)       0.61%       0.61%       0.61%
          1                     stall_exec_dependency            Issue Stall Reasons (Execution Dependency)       0.93%       0.93%       0.93%
          1                   stall_memory_dependency                    Issue Stall Reasons (Data Request)       0.63%       0.63%       0.63%
          1                             stall_texture                         Issue Stall Reasons (Texture)      38.47%      38.47%      38.47%
          1                                stall_sync                 Issue Stall Reasons (Synchronization)       0.00%       0.00%       0.00%
          1                               stall_other                           Issue Stall Reasons (Other)      53.24%      53.24%      53.24%
          1          stall_constant_memory_dependency              Issue Stall Reasons (Immediate constant)       0.01%       0.01%       0.01%
          1                           stall_pipe_busy                       Issue Stall Reasons (Pipe Busy)       0.05%       0.05%       0.05%
          1                         shared_efficiency                              Shared Memory Efficiency       0.00%       0.00%       0.00%
          1                                inst_fp_32                               FP Instructions(Single)    19051200    19051200    19051200
          1                                inst_fp_64                               FP Instructions(Double)           0           0           0
          1                              inst_integer                                  Integer Instructions    58677696    58677696    58677696
          1                          inst_bit_convert                              Bit-Convert Instructions           0           0           0
          1                              inst_control                             Control-Flow Instructions      762048      762048      762048
          1                        inst_compute_ld_st                               Load/Store Instructions    38864448    38864448    38864448
          1                                 inst_misc                                     Misc Instructions    20575296    20575296    20575296
          1           inst_inter_thread_communication                             Inter-Thread Instructions           0           0           0
          1                               issue_slots                                           Issue Slots     3811518     3811518     3811518
          1                                 cf_issued                      Issued Control-Flow Instructions       23814       23814       23814
          1                               cf_executed                    Executed Control-Flow Instructions       23814       23814       23814
          1                               ldst_issued                        Issued Load/Store Instructions     4905684     4905684     4905684
          1                             ldst_executed                      Executed Load/Store Instructions     1262142     1262142     1262142
          1                       atomic_transactions                                   Atomic Transactions           0           0           0
          1           atomic_transactions_per_request                       Atomic Transactions Per Request    0.000000    0.000000    0.000000
          1                      l2_atomic_throughput                       L2 Throughput (Atomic requests)  0.00000B/s  0.00000B/s  0.00000B/s
          1                    l2_atomic_transactions                     L2 Transactions (Atomic requests)           0           0           0
          1                  l2_tex_read_transactions                       L2 Transactions (Texture Reads)     9128700     9128700     9128700
          1                     stall_memory_throttle                 Issue Stall Reasons (Memory Throttle)       6.02%       6.02%       6.02%
          1                        stall_not_selected                    Issue Stall Reasons (Not Selected)       0.03%       0.03%       0.03%
          1                 l2_tex_write_transactions                      L2 Transactions (Texture Writes)      762048      762048      762048
          1                             flop_count_hp             Floating Point Operations(Half Precision)           0           0           0
          1                         flop_count_hp_add         Floating Point Operations(Half Precision Add)           0           0           0
          1                         flop_count_hp_mul          Floating Point Operation(Half Precision Mul)           0           0           0
          1                         flop_count_hp_fma         Floating Point Operations(Half Precision FMA)           0           0           0
          1                                inst_fp_16                                 HP Instructions(Half)           0           0           0
          1                   sysmem_read_utilization                        System Memory Read Utilization    Idle (0)    Idle (0)    Idle (0)
          1                  sysmem_write_utilization                       System Memory Write Utilization     Low (1)     Low (1)     Low (1)
          1                             sm_efficiency                               Multiprocessor Activity      99.73%      99.73%      99.73%
          1                        achieved_occupancy                                    Achieved Occupancy    0.918994    0.918994    0.918994
          1                                       ipc                                          Executed IPC    0.233263    0.233263    0.233263
          1                                issued_ipc                                            Issued IPC    0.233136    0.233136    0.233136
          1                    issue_slot_utilization                                Issue Slot Utilization       5.15%       5.15%       5.15%
          1                  eligible_warps_per_cycle                       Eligible Warps Per Active Cycle    0.223399    0.223399    0.223399
          1                           tex_utilization                             Unified Cache Utilization     Low (2)     Low (2)     Low (2)
          1                            l2_utilization                                  L2 Cache Utilization     Low (2)     Low (2)     Low (2)
          1                        shared_utilization                             Shared Memory Utilization    Idle (0)    Idle (0)    Idle (0)
          1                       ldst_fu_utilization                  Load/Store Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1                         cf_fu_utilization                Control-Flow Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1                    special_fu_utilization                     Special Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                        tex_fu_utilization                     Texture Function Unit Utilization     Low (2)     Low (2)     Low (2)
          1           single_precision_fu_utilization            Single-Precision Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1           double_precision_fu_utilization            Double-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                        flop_hp_efficiency                            FLOP Efficiency(Peak Half)       0.00%       0.00%       0.00%
          1                        flop_sp_efficiency                          FLOP Efficiency(Peak Single)       0.80%       0.80%       0.80%
          1                        flop_dp_efficiency                          FLOP Efficiency(Peak Double)       0.00%       0.00%       0.00%
          1                    dram_read_transactions                       Device Memory Read Transactions        6644        6644        6644
          1                   dram_write_transactions                      Device Memory Write Transactions      472307      472307      472307
          1                      dram_read_throughput                         Device Memory Read Throughput  89.416MB/s  89.416MB/s  89.416MB/s
          1                     dram_write_throughput                        Device Memory Write Throughput  6.2074GB/s  6.2074GB/s  6.2074GB/s
          1                          dram_utilization                             Device Memory Utilization     Low (1)     Low (1)     Low (1)
          1             half_precision_fu_utilization              Half-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                          ecc_transactions                                      ECC Transactions           0           0           0
          1                            ecc_throughput                                        ECC Throughput  0.00000B/s  0.00000B/s  0.00000B/s
