==22326== NVPROF is profiling process 22326, command: ./mbnet
==22326== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==22326== Profiling application: ./mbnet
==22326== Profiling result:
==22326== Metric result:
Invocations                               Metric Name                                    Metric Description         Min         Max         Avg
          1                    l2_tex_read_throughput                         L2 Throughput (Texture Reads)  146.51GB/s  146.51GB/s  146.51GB/s
          1                   l2_tex_write_throughput                        L2 Throughput (Texture Writes)  3.4728GB/s  3.4728GB/s  3.4728GB/s
          1                        l2_read_throughput                                 L2 Throughput (Reads)  146.51GB/s  146.51GB/s  146.51GB/s
          1                       l2_write_throughput                                L2 Throughput (Writes)  3.4729GB/s  3.4729GB/s  3.4729GB/s
          1                    sysmem_read_throughput                         System Memory Read Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                   sysmem_write_throughput                        System Memory Write Throughput  53.385KB/s  53.385KB/s  53.384KB/s
          1                     local_load_throughput                          Local Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                    local_store_throughput                         Local Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                    shared_load_throughput                         Shared Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                   shared_store_throughput                        Shared Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                            gld_efficiency                         Global Memory Load Efficiency      12.50%      12.50%      12.50%
          1                            gst_efficiency                        Global Memory Store Efficiency      12.50%      12.50%      12.50%
          1                    tex_cache_transactions                            Unified Cache Transactions     6394800     6394800     6394800
          1                             flop_count_dp           Floating Point Operations(Double Precision)           0           0           0
          1                         flop_count_dp_add       Floating Point Operations(Double Precision Add)           0           0           0
          1                         flop_count_dp_fma       Floating Point Operations(Double Precision FMA)           0           0           0
          1                         flop_count_dp_mul       Floating Point Operations(Double Precision Mul)           0           0           0
          1                             flop_count_sp           Floating Point Operations(Single Precision)    51158400    51158400    51158400
          1                         flop_count_sp_add       Floating Point Operations(Single Precision Add)           0           0           0
          1                         flop_count_sp_fma       Floating Point Operations(Single Precision FMA)    25579200    25579200    25579200
          1                         flop_count_sp_mul        Floating Point Operation(Single Precision Mul)           0           0           0
          1                     flop_count_sp_special   Floating Point Operations(Single Precision Special)           0           0           0
          1                             inst_executed                                 Instructions Executed     4199252     4199252     4199252
          1                               inst_issued                                   Instructions Issued     4200812     4200812     4200812
          1                        sysmem_utilization                             System Memory Utilization     Low (1)     Low (1)     Low (1)
          1                          stall_inst_fetch              Issue Stall Reasons (Instructions Fetch)       0.18%       0.18%       0.18%
          1                     stall_exec_dependency            Issue Stall Reasons (Execution Dependency)       6.65%       6.65%       6.65%
          1                   stall_memory_dependency                    Issue Stall Reasons (Data Request)       1.07%       1.07%       1.07%
          1                             stall_texture                         Issue Stall Reasons (Texture)      32.83%      32.83%      32.83%
          1                                stall_sync                 Issue Stall Reasons (Synchronization)       0.00%       0.00%       0.00%
          1                               stall_other                           Issue Stall Reasons (Other)      57.92%      57.92%      57.92%
          1          stall_constant_memory_dependency              Issue Stall Reasons (Immediate constant)       0.01%       0.01%       0.01%
          1                           stall_pipe_busy                       Issue Stall Reasons (Pipe Busy)       0.02%       0.02%       0.02%
          1                         shared_efficiency                              Shared Memory Efficiency       0.00%       0.00%       0.00%
          1                                inst_fp_32                               FP Instructions(Single)    25579200    25579200    25579200
          1                                inst_fp_64                               FP Instructions(Double)           0           0           0
          1                              inst_integer                                  Integer Instructions    33423488    33423488    33423488
          1                          inst_bit_convert                              Bit-Convert Instructions           0           0           0
          1                              inst_control                             Control-Flow Instructions     1023168     1023168     1023168
          1                        inst_compute_ld_st                               Load/Store Instructions    51499456    51499456    51499456
          1                                 inst_misc                                     Misc Instructions    22509696    22509696    22509696
          1           inst_inter_thread_communication                             Inter-Thread Instructions           0           0           0
          1                               issue_slots                                           Issue Slots     3476068     3476068     3476068
          1                                 cf_issued                      Issued Control-Flow Instructions       42632       42632       42632
          1                               cf_executed                    Executed Control-Flow Instructions       42632       42632       42632
          1                               ldst_issued                        Issued Load/Store Instructions     6458748     6458748     6458748
          1                             ldst_executed                      Executed Load/Store Instructions     1630674     1630674     1630674
          1                       atomic_transactions                                   Atomic Transactions           0           0           0
          1           atomic_transactions_per_request                       Atomic Transactions Per Request    0.000000    0.000000    0.000000
          1                      l2_atomic_throughput                       L2 Throughput (Atomic requests)  0.00000B/s  0.00000B/s  0.00000B/s
          1                    l2_atomic_transactions                     L2 Transactions (Atomic requests)           0           0           0
          1                  l2_tex_read_transactions                       L2 Transactions (Texture Reads)    14388300    14388300    14388300
          1                     stall_memory_throttle                 Issue Stall Reasons (Memory Throttle)       1.30%       1.30%       1.30%
          1                        stall_not_selected                    Issue Stall Reasons (Not Selected)       0.01%       0.01%       0.01%
          1                 l2_tex_write_transactions                      L2 Transactions (Texture Writes)      341056      341056      341056
          1                             flop_count_hp             Floating Point Operations(Half Precision)           0           0           0
          1                         flop_count_hp_add         Floating Point Operations(Half Precision Add)           0           0           0
          1                         flop_count_hp_mul          Floating Point Operation(Half Precision Mul)           0           0           0
          1                         flop_count_hp_fma         Floating Point Operations(Half Precision FMA)           0           0           0
          1                                inst_fp_16                                 HP Instructions(Half)           0           0           0
          1                   sysmem_read_utilization                        System Memory Read Utilization    Idle (0)    Idle (0)    Idle (0)
          1                  sysmem_write_utilization                       System Memory Write Utilization     Low (1)     Low (1)     Low (1)
          1                             sm_efficiency                               Multiprocessor Activity      99.72%      99.72%      99.72%
          1                        achieved_occupancy                                    Achieved Occupancy    0.932293    0.932293    0.932293
          1                                       ipc                                          Executed IPC    0.176136    0.176136    0.176136
          1                                issued_ipc                                            Issued IPC    0.176201    0.176201    0.176201
          1                    issue_slot_utilization                                Issue Slot Utilization       3.65%       3.65%       3.65%
          1                  eligible_warps_per_cycle                       Eligible Warps Per Active Cycle    0.154340    0.154340    0.154340
          1                           tex_utilization                             Unified Cache Utilization     Low (2)     Low (2)     Low (2)
          1                            l2_utilization                                  L2 Cache Utilization     Low (2)     Low (2)     Low (2)
          1                        shared_utilization                             Shared Memory Utilization    Idle (0)    Idle (0)    Idle (0)
          1                       ldst_fu_utilization                  Load/Store Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1                         cf_fu_utilization                Control-Flow Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1                    special_fu_utilization                     Special Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                        tex_fu_utilization                     Texture Function Unit Utilization     Low (2)     Low (2)     Low (2)
          1           single_precision_fu_utilization            Single-Precision Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1           double_precision_fu_utilization            Double-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                        flop_hp_efficiency                            FLOP Efficiency(Peak Half)       0.00%       0.00%       0.00%
          1                        flop_sp_efficiency                          FLOP Efficiency(Peak Single)       0.84%       0.84%       0.84%
          1                        flop_dp_efficiency                          FLOP Efficiency(Peak Double)       0.00%       0.00%       0.00%
          1                    dram_read_transactions                       Device Memory Read Transactions        8784        8784        8784
          1                   dram_write_transactions                      Device Memory Write Transactions      175464      175464      175464
          1                      dram_read_throughput                         Device Memory Read Throughput  91.589MB/s  91.589MB/s  91.589MB/s
          1                     dram_write_throughput                        Device Memory Write Throughput  1.7866GB/s  1.7866GB/s  1.7866GB/s
          1                          dram_utilization                             Device Memory Utilization     Low (1)     Low (1)     Low (1)
          1             half_precision_fu_utilization              Half-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                          ecc_transactions                                      ECC Transactions           0           0           0
          1                            ecc_throughput                                        ECC Throughput  0.00000B/s  0.00000B/s  0.00000B/s
