==22493== NVPROF is profiling process 22493, command: ./mbnet
==22493== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==22493== Profiling application: ./mbnet
==22493== Profiling result:
==22493== Metric result:
Invocations                               Metric Name                                    Metric Description         Min         Max         Avg
          1                           stall_pipe_busy                       Issue Stall Reasons (Pipe Busy)       0.05%       0.05%       0.05%
          1                         shared_efficiency                              Shared Memory Efficiency       0.00%       0.00%       0.00%
          1                                inst_fp_32                               FP Instructions(Single)      940800      940800      940800
          1                                inst_fp_64                               FP Instructions(Double)           0           0           0
          1                              inst_integer                                  Integer Instructions     1128960     1128960     1128960
          1                          inst_bit_convert                              Bit-Convert Instructions           0           0           0
          1                              inst_control                             Control-Flow Instructions       37632       37632       37632
          1                        inst_compute_ld_st                               Load/Store Instructions     1894144     1894144     1894144
          1                                 inst_misc                                     Misc Instructions      777728      777728      777728
          1           inst_inter_thread_communication                             Inter-Thread Instructions           0           0           0
          1                               issue_slots                                           Issue Slots      125327      125327      125327
          1                                 cf_issued                      Issued Control-Flow Instructions        1568        1568        1568
          1                               cf_executed                    Executed Control-Flow Instructions        1568        1568        1568
          1                               ldst_issued                        Issued Load/Store Instructions      237552      237552      237552
          1                             ldst_executed                      Executed Load/Store Instructions       59976       59976       59976
          1                       atomic_transactions                                   Atomic Transactions           0           0           0
          1           atomic_transactions_per_request                       Atomic Transactions Per Request    0.000000    0.000000    0.000000
          1                      l2_atomic_throughput                       L2 Throughput (Atomic requests)  0.00000B/s  0.00000B/s  0.00000B/s
          1                    l2_atomic_transactions                     L2 Transactions (Atomic requests)           0           0           0
          1                  l2_tex_read_transactions                       L2 Transactions (Texture Reads)      529200      529200      529200
          1                     stall_memory_throttle                 Issue Stall Reasons (Memory Throttle)       1.08%       1.08%       1.08%
          1                        stall_not_selected                    Issue Stall Reasons (Not Selected)       0.08%       0.08%       0.08%
          1                 l2_tex_write_transactions                      L2 Transactions (Texture Writes)       12544       12544       12544
          1                             flop_count_hp             Floating Point Operations(Half Precision)           0           0           0
          1                         flop_count_hp_add         Floating Point Operations(Half Precision Add)           0           0           0
          1                         flop_count_hp_mul          Floating Point Operation(Half Precision Mul)           0           0           0
          1                         flop_count_hp_fma         Floating Point Operations(Half Precision FMA)           0           0           0
          1                                inst_fp_16                                 HP Instructions(Half)           0           0           0
          1                   sysmem_read_utilization                        System Memory Read Utilization    Idle (0)    Idle (0)    Idle (0)
          1                  sysmem_write_utilization                       System Memory Write Utilization     Low (1)     Low (1)     Low (1)
          1                             sm_efficiency                               Multiprocessor Activity      91.08%      91.08%      91.08%
          1                        achieved_occupancy                                    Achieved Occupancy    0.832045    0.832045    0.832045
          1                                       ipc                                          Executed IPC    0.172901    0.172901    0.172901
          1                                issued_ipc                                            Issued IPC    0.171197    0.171197    0.171197
          1                    issue_slot_utilization                                Issue Slot Utilization       3.57%       3.57%       3.57%
          1                  eligible_warps_per_cycle                       Eligible Warps Per Active Cycle    0.185366    0.185366    0.185366
          1                           tex_utilization                             Unified Cache Utilization     Low (2)     Low (2)     Low (2)
          1                            l2_utilization                                  L2 Cache Utilization     Low (2)     Low (2)     Low (2)
          1                        shared_utilization                             Shared Memory Utilization    Idle (0)    Idle (0)    Idle (0)
          1                       ldst_fu_utilization                  Load/Store Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1                         cf_fu_utilization                Control-Flow Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1                    special_fu_utilization                     Special Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                        tex_fu_utilization                     Texture Function Unit Utilization     Low (2)     Low (2)     Low (2)
          1           single_precision_fu_utilization            Single-Precision Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1           double_precision_fu_utilization            Double-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                        flop_hp_efficiency                            FLOP Efficiency(Peak Half)       0.00%       0.00%       0.00%
          1                        flop_sp_efficiency                          FLOP Efficiency(Peak Single)       0.78%       0.78%       0.78%
          1                        flop_dp_efficiency                          FLOP Efficiency(Peak Double)       0.00%       0.00%       0.00%
          1                    dram_read_transactions                       Device Memory Read Transactions         635         635         635
          1                   dram_write_transactions                      Device Memory Write Transactions        1895        1895        1895
          1                      dram_read_throughput                         Device Memory Read Throughput  170.07MB/s  170.07MB/s  170.07MB/s
          1                     dram_write_throughput                        Device Memory Write Throughput  507.52MB/s  507.52MB/s  507.52MB/s
          1                          dram_utilization                             Device Memory Utilization     Low (1)     Low (1)     Low (1)
          1             half_precision_fu_utilization              Half-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                          ecc_transactions                                      ECC Transactions           0           0           0
          1                            ecc_throughput                                        ECC Throughput  0.00000B/s  0.00000B/s  0.00000B/s
