==23149== NVPROF is profiling process 23149, command: ./mbnet
==23149== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==23149== Profiling application: ./mbnet
==23149== Profiling result:
==23149== Metric result:
Invocations                               Metric Name                                    Metric Description         Min         Max         Avg
          1                    tex_cache_transactions                            Unified Cache Transactions      172800      172800      172800
          1                             flop_count_dp           Floating Point Operations(Double Precision)           0           0           0
          1                         flop_count_dp_add       Floating Point Operations(Double Precision Add)           0           0           0
          1                         flop_count_dp_fma       Floating Point Operations(Double Precision FMA)           0           0           0
          1                         flop_count_dp_mul       Floating Point Operations(Double Precision Mul)           0           0           0
          1                             flop_count_sp           Floating Point Operations(Single Precision)     1382400     1382400     1382400
          1                         flop_count_sp_add       Floating Point Operations(Single Precision Add)           0           0           0
          1                         flop_count_sp_fma       Floating Point Operations(Single Precision FMA)      691200      691200      691200
          1                         flop_count_sp_mul        Floating Point Operation(Single Precision Mul)           0           0           0
          1                     flop_count_sp_special   Floating Point Operations(Single Precision Special)           0           0           0
          1                             inst_executed                                 Instructions Executed       97776       97776       97776
          1                               inst_issued                                   Instructions Issued       98105       98105       98105
          1                        sysmem_utilization                             System Memory Utilization     Low (1)     Low (1)     Low (1)
          1                          stall_inst_fetch              Issue Stall Reasons (Instructions Fetch)       1.20%       1.20%       1.20%
          1                     stall_exec_dependency            Issue Stall Reasons (Execution Dependency)      12.25%      12.25%      12.25%
          1                   stall_memory_dependency                    Issue Stall Reasons (Data Request)       3.49%       3.49%       3.49%
          1                             stall_texture                         Issue Stall Reasons (Texture)      59.94%      59.94%      59.94%
          1                                stall_sync                 Issue Stall Reasons (Synchronization)       0.00%       0.00%       0.00%
          1                               stall_other                           Issue Stall Reasons (Other)      22.60%      22.60%      22.60%
          1          stall_constant_memory_dependency              Issue Stall Reasons (Immediate constant)       0.11%       0.11%       0.11%
          1                           stall_pipe_busy                       Issue Stall Reasons (Pipe Busy)       0.03%       0.03%       0.03%
          1                         shared_efficiency                              Shared Memory Efficiency       0.00%       0.00%       0.00%
          1                                inst_fp_32                               FP Instructions(Single)      691200      691200      691200
          1                                inst_fp_64                               FP Instructions(Double)           0           0           0
          1                              inst_integer                                  Integer Instructions      497664      497664      497664
          1                          inst_bit_convert                              Bit-Convert Instructions           0           0           0
          1                              inst_control                             Control-Flow Instructions       27648       27648       27648
          1                        inst_compute_ld_st                               Load/Store Instructions     1387008     1387008     1387008
          1                                 inst_misc                                     Misc Instructions      520704      520704      520704
          1           inst_inter_thread_communication                             Inter-Thread Instructions           0           0           0
          1                               issue_slots                                           Issue Slots       79817       79817       79817
          1                                 cf_issued                      Issued Control-Flow Instructions        1008        1008        1008
          1                               cf_executed                    Executed Control-Flow Instructions        1008        1008        1008
          1                               ldst_issued                        Issued Load/Store Instructions      173664      173664      173664
          1                             ldst_executed                      Executed Load/Store Instructions       43632       43632       43632
          1                       atomic_transactions                                   Atomic Transactions           0           0           0
          1           atomic_transactions_per_request                       Atomic Transactions Per Request    0.000000    0.000000    0.000000
          1                      l2_atomic_throughput                       L2 Throughput (Atomic requests)  0.00000B/s  0.00000B/s  0.00000B/s
          1                    l2_atomic_transactions                     L2 Transactions (Atomic requests)           0           0           0
          1                  l2_tex_read_transactions                       L2 Transactions (Texture Reads)      712800      712800      712800
          1                     stall_memory_throttle                 Issue Stall Reasons (Memory Throttle)       0.33%       0.33%       0.33%
          1                        stall_not_selected                    Issue Stall Reasons (Not Selected)       0.05%       0.05%       0.05%
          1                 l2_tex_write_transactions                      L2 Transactions (Texture Writes)        4608        4608        4608
          1                             flop_count_hp             Floating Point Operations(Half Precision)           0           0           0
          1                         flop_count_hp_add         Floating Point Operations(Half Precision Add)           0           0           0
          1                         flop_count_hp_mul          Floating Point Operation(Half Precision Mul)           0           0           0
          1                         flop_count_hp_fma         Floating Point Operations(Half Precision FMA)           0           0           0
          1                                inst_fp_16                                 HP Instructions(Half)           0           0           0
          1                   sysmem_read_utilization                        System Memory Read Utilization    Idle (0)    Idle (0)    Idle (0)
          1                  sysmem_write_utilization                       System Memory Write Utilization     Low (1)     Low (1)     Low (1)
          1                             sm_efficiency                               Multiprocessor Activity      91.18%      91.18%      91.18%
          1                        achieved_occupancy                                    Achieved Occupancy    0.436353    0.436353    0.436353
          1                                       ipc                                          Executed IPC    0.088029    0.088029    0.088029
          1                                issued_ipc                                            Issued IPC    0.088515    0.088515    0.088515
          1                    issue_slot_utilization                                Issue Slot Utilization       1.80%       1.80%       1.80%
          1                  eligible_warps_per_cycle                       Eligible Warps Per Active Cycle    0.087253    0.087253    0.087253
          1                           tex_utilization                             Unified Cache Utilization     Low (1)     Low (1)     Low (1)
          1                            l2_utilization                                  L2 Cache Utilization     Low (3)     Low (3)     Low (3)
          1                        shared_utilization                             Shared Memory Utilization    Idle (0)    Idle (0)    Idle (0)
          1                       ldst_fu_utilization                  Load/Store Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1                         cf_fu_utilization                Control-Flow Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1                    special_fu_utilization                     Special Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                        tex_fu_utilization                     Texture Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1           single_precision_fu_utilization            Single-Precision Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1           double_precision_fu_utilization            Double-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                        flop_hp_efficiency                            FLOP Efficiency(Peak Half)       0.00%       0.00%       0.00%
          1                        flop_sp_efficiency                          FLOP Efficiency(Peak Single)       0.45%       0.45%       0.45%
          1                        flop_dp_efficiency                          FLOP Efficiency(Peak Double)       0.00%       0.00%       0.00%
          1                    dram_read_transactions                       Device Memory Read Transactions           0           0           0
          1                   dram_write_transactions                      Device Memory Write Transactions          21          21          21
          1                      dram_read_throughput                         Device Memory Read Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                     dram_write_throughput                        Device Memory Write Throughput  4.3354MB/s  4.3354MB/s  4.3354MB/s
          1                          dram_utilization                             Device Memory Utilization     Low (1)     Low (1)     Low (1)
          1             half_precision_fu_utilization              Half-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                          ecc_transactions                                      ECC Transactions           0           0           0
          1                            ecc_throughput                                        ECC Throughput  0.00000B/s  0.00000B/s  0.00000B/s
